Ref ID,Date,ppm,Rep,Plate,Row,Column,Total,Dead,Alive,Media,Notes,% Mortality
ethanol,08/12/2021,2.0,1,1,1,1,13,1,12,LM (T),,8%
ethanol,08/12/2021,1.0,1,1,1,2,9,0,9,LM (T),,0%
ethanol,08/12/2021,0.5,1,1,1,3,8,3,5,LM (T),,37%
ethanol,08/12/2021,0.25,1,1,1,4,8,0,8,LM (T),7 artifacts,0%
ethanol,08/12/2021,0.125,1,1,1,5,10,0,10,LM (T),,0%
ethanol,08/12/2021,0.0625,1,1,1,6,16,2,14,LM (T),,12%
ethanol,08/12/2021,0.03125,1,1,1,7,4,1,3,LM (T),Low worm count. ,25%
ethanol,08/12/2021,0.015625,1,1,1,8,13,3,10,LM (T),,23%
ethanol,08/12/2021,0.0078125,1,1,1,9,10,1,9,LM (T),,10%
ethanol,08/12/2021,0.00390625,1,1,1,10,10,4,6,LM (T),,40%
VC,08/12/2021,0,1,1,1,12,16,1,15,LM (T),,6%
ethanol,08/12/2021,2.0,1,1,2,1,9,0,9,LM (T),,0%
ethanol,08/12/2021,1.0,1,1,2,2,12,2,10,LM (T),,17%
ethanol,08/12/2021,0.5,1,1,2,3,4,2,2,LM (T),Low worm count. ,50%
ethanol,08/12/2021,0.25,1,1,2,4,13,3,10,LM (T),,23%
ethanol,08/12/2021,0.125,1,1,2,5,12,4,8,LM (T),,33%
ethanol,08/12/2021,0.0625,1,1,2,6,8,1,7,LM (T),1 L2 larva; 1 aged dead larva; 5 artifacts,12%
ethanol,08/12/2021,0.03125,1,1,2,7,9,2,7,LM (T),,22%
ethanol,08/12/2021,0.015625,1,1,2,8,13,3,10,LM (T),,23%
ethanol,08/12/2021,0.0078125,1,1,2,9,12,2,10,LM (T),5 artifacts,17%
ethanol,08/12/2021,0.00390625,1,1,2,10,18,3,15,LM (T),,17%
VC,08/12/2021,0,1,1,2,12,9,2,7,LM (T),,22%
ethanol,08/12/2021,2.0,1,1,3,1,10,5,5,LM (T),,50%
ethanol,08/12/2021,1.0,1,1,3,2,11,2,9,LM (T),,18%
ethanol,08/12/2021,0.5,1,1,3,3,9,2,7,LM (T),,22%
ethanol,08/12/2021,0.25,1,1,3,4,9,2,7,LM (T),,22%
ethanol,08/12/2021,0.125,1,1,3,5,8,2,6,LM (T),,25%
ethanol,08/12/2021,0.0625,1,1,3,6,3,1,2,LM (T),Low worm count. ,33%
ethanol,08/12/2021,0.03125,1,1,3,7,17,1,16,LM (T),,6%
ethanol,08/12/2021,0.015625,1,1,3,8,8,2,6,LM (T),,25%
ethanol,08/12/2021,0.0078125,1,1,3,9,15,3,12,LM (T),,20%
ethanol,08/12/2021,0.00390625,1,1,3,10,14,3,11,LM (T),6 artifacts,21%
VC,08/12/2021,0,1,1,3,12,12,4,8,LM (T),High control mortality. ,33%
