Ref ID,Date,ppm,Rep,Plate,Row,Column,Total,Dead,Alive,Media,Notes,% Mortality
94N,08/25/2021,160.5,1,1,1,1,15,0,15,LM (T),,0%
94N,08/25/2021,80.25,1,1,1,2,13,4,9,LM (T),,31%
94N,08/25/2021,40.125,1,1,1,3,16,1,15,LM (T),,6%
94N,08/25/2021,20.0625,1,1,1,4,13,0,13,LM (T),,0%
94N,08/25/2021,10.03125,1,1,1,5,14,1,13,LM (T),,7%
94N,08/25/2021,5.015625,1,1,1,6,15,2,13,LM (T),,13%
94N,08/25/2021,2.5078125,1,1,1,7,12,1,11,LM (T),,8%
94N,08/25/2021,1.25390625,1,1,1,8,10,0,10,LM (T),,0%
94N,08/25/2021,0.626953125,1,1,1,9,10,2,8,LM (T),,20%
94N,08/25/2021,0.3134765625,1,1,1,10,10,1,9,LM (T),,10%
VC,08/25/2021,0,1,1,1,12,11,2,9,LM (T),,18%
94O,08/25/2021,66.25,1,1,2,1,15,5,10,LM (T),,33%
94O,08/25/2021,33.125,1,1,2,2,9,0,9,LM (T),,0%
94O,08/25/2021,16.5625,1,1,2,3,10,1,9,LM (T),,10%
94O,08/25/2021,8.28125,1,1,2,4,19,3,16,LM (T),,16%
94O,08/25/2021,4.140625,1,1,2,5,14,1,13,LM (T),,7%
94O,08/25/2021,2.0703125,1,1,2,6,16,2,14,LM (T),,12%
94O,08/25/2021,1.03515625,1,1,2,7,8,1,7,LM (T),,12%
94O,08/25/2021,0.517578125,1,1,2,8,14,2,12,LM (T),,14%
94O,08/25/2021,0.2587890625,1,1,2,9,20,2,18,LM (T),,10%
94O,08/25/2021,0.12939453125,1,1,2,10,22,1,21,LM (T),,5%
VC,08/25/2021,0,1,1,2,12,16,1,15,LM (T),,6%
94P,08/25/2021,128.0,1,1,3,1,9,0,9,LM (T),,0%
94P,08/25/2021,64.0,1,1,3,2,10,4,6,LM (T),,40%
94P,08/25/2021,32.0,1,1,3,3,9,1,8,LM (T),,11%
94P,08/25/2021,16.0,1,1,3,4,18,1,17,LM (T),,6%
94P,08/25/2021,8.0,1,1,3,5,16,5,11,LM (T),,31%
94P,08/25/2021,4.0,1,1,3,6,11,1,10,LM (T),,9%
94P,08/25/2021,2.0,1,1,3,7,14,3,11,LM (T),,21%
94P,08/25/2021,1.0,1,1,3,8,17,2,15,LM (T),,12%
94P,08/25/2021,0.5,1,1,3,9,10,0,10,LM (T),,0%
