Ref ID,Date,ppm,Rep,Plate,Row,Column,Total,Dead,Alive,Media,Notes,% Mortality
96A,09/17/2021,8.0,1,2,1,1,5,5,0,LM (T),,100%
96A,09/17/2021,4.0,1,2,1,2,5,5,0,LM (T),,100%
96A,09/17/2021,2.0,1,2,1,3,5,5,0,LM (T),,100%
96A,09/17/2021,1.0,1,2,1,4,6,6,0,LM (T),,100%
96A,09/17/2021,0.5,1,2,1,5,3,3,0,LM (T),Low worm count. ,100%
96A,09/17/2021,0.25,1,2,1,6,4,2,2,LM (T),Low worm count. ,50%
96A,09/17/2021,0.125,1,2,1,7,7,0,7,LM (T),,0%
96A,09/17/2021,0.0625,1,2,1,8,5,1,4,LM (T),,20%
96A,09/17/2021,0.03125,1,2,1,9,7,3,4,LM (T),,43%
96A,09/17/2021,0.015625,1,2,1,10,3,0,3,LM (T),Low worm count. ,0%
VC,09/17/2021,0,1,2,1,12,4,0,4,LM (T),Low worm count. ,0%
96D,09/17/2021,8.0,1,2,2,1,5,5,0,LM (T),,100%
96D,09/17/2021,4.0,1,2,2,2,4,4,0,LM (T),Low worm count. ,100%
96D,09/17/2021,2.0,1,2,2,3,7,7,0,LM (T),,100%
96D,09/17/2021,1.0,1,2,2,4,4,4,0,LM (T),Low worm count. ,100%
96D,09/17/2021,0.5,1,2,2,5,17,17,0,LM (T),,100%
96D,09/17/2021,0.25,1,2,2,6,8,6,2,LM (T),,75%
96D,09/17/2021,0.125,1,2,2,7,7,3,4,LM (T),,43%
96D,09/17/2021,0.0625,1,2,2,8,3,0,3,LM (T),Low worm count. ,0%
96D,09/17/2021,0.03125,1,2,2,9,7,1,6,LM (T),,14%
96D,09/17/2021,0.015625,1,2,2,10,5,1,4,LM (T),,20%
VC,09/17/2021,0,1,2,2,12,14,2,12,LM (T),,14%
96G,09/17/2021,4.0,1,2,3,1,6,6,0,LM (T),,100%
96G,09/17/2021,2.0,1,2,3,2,5,5,0,LM (T),,100%
96G,09/17/2021,1.0,1,2,3,3,7,6,1,LM (T),,86%
96G,09/17/2021,0.5,1,2,3,4,8,6,2,LM (T),,75%
96G,09/17/2021,0.25,1,2,3,5,5,1,4,LM (T),,20%
96G,09/17/2021,0.125,1,2,3,6,7,2,5,LM (T),,29%
96G,09/17/2021,0.0625,1,2,3,7,6,0,6,LM (T),,0%
96G,09/17/2021,0.03125,1,2,3,8,4,0,4,LM (T),Low worm count. ,0%
96G,09/17/2021,0.015625,1,2,3,9,7,1,6,LM (T),,14%
96G,09/17/2021,0.0078125,1,2,3,10,8,1,7,LM (T),,12%
VC,09/17/2021,0,1,2,3,12,13,1,12,LM (T),,8%
96K,09/17/2021,8.0,1,2,4,1,11,11,0,LM (T),,100%
96K,09/17/2021,4.0,1,2,4,2,9,9,0,LM (T),,100%
96K,09/17/2021,2.0,1,2,4,3,8,7,1,LM (T),,87%
96K,09/17/2021,1.0,1,2,4,4,5,4,1,LM (T),,80%
96K,09/17/2021,0.5,1,2,4,5,6,3,3,LM (T),,50%
96K,09/17/2021,0.25,1,2,4,6,8,3,5,LM (T),,37%
96K,09/17/2021,0.125,1,2,4,7,10,2,8,LM (T),,20%
96K,09/17/2021,0.0625,1,2,4,8,11,5,6,LM (T),,45%
96K,09/17/2021,0.03125,1,2,4,9,6,3,3,LM (T),,50%
96K,09/17/2021,0.015625,1,2,4,10,7,3,4,LM (T),,43%
VC,09/17/2021,0,1,2,4,12,5,0,5,LM (T),,0%
96N,09/17/2021,4.0,1,2,5,1,11,10,1,LM (T),,91%
96N,09/17/2021,2.0,1,2,5,2,6,6,0,LM (T),,100%
96N,09/17/2021,1.0,1,2,5,3,7,7,0,LM (T),,100%
96N,09/17/2021,0.5,1,2,5,4,4,3,1,LM (T),Low worm count. ,75%
96N,09/17/2021,0.25,1,2,5,5,9,9,0,LM (T),,100%
96N,09/17/2021,0.125,1,2,5,6,11,9,2,LM (T),,82%
