Ref ID,Date,ppm,Rep,Plate,Row,Column,Total,Dead,Alive,Media,Notes,% Mortality
94E,08/04/2021,132.0,1,3,1,1,11,2,9,LM (T),,18%
94E,08/04/2021,66.0,1,3,1,2,9,3,6,LM (T),,33%
94E,08/04/2021,33.0,1,3,1,3,13,1,12,LM (T),,8%
94E,08/04/2021,16.5,1,3,1,4,8,2,6,LM (T),,25%
94E,08/04/2021,8.25,1,3,1,5,11,0,11,LM (T),,0%
94E,08/04/2021,4.125,1,3,1,6,13,5,8,LM (T),,38%
94E,08/04/2021,2.0625,1,3,1,7,14,3,11,LM (T),,21%
94E,08/04/2021,1.03125,1,3,1,8,11,3,8,LM (T),,27%
94E,08/04/2021,0.515625,1,3,1,9,16,5,11,LM (T),,31%
94E,08/04/2021,0.2578125,1,3,1,10,13,5,8,LM (T),,38%
VC,08/04/2021,0,1,3,1,12,16,1,15,LM (T),,6%
94F,08/04/2021,147.0,1,3,2,1,11,3,8,LM (T),,27%
94F,08/04/2021,73.5,1,3,2,2,13,3,10,LM (T),,23%
94F,08/04/2021,36.75,1,3,2,3,15,2,13,LM (T),,13%
94F,08/04/2021,18.375,1,3,2,4,5,0,5,LM (T),,0%
94F,08/04/2021,9.1875,1,3,2,5,9,1,8,LM (T),,11%
94F,08/04/2021,4.59375,1,3,2,6,14,3,11,LM (T),,21%
94F,08/04/2021,2.296875,1,3,2,7,11,1,10,LM (T),,9%
94F,08/04/2021,1.1484375,1,3,2,8,14,2,12,LM (T),,14%
94F,08/04/2021,0.57421875,1,3,2,9,10,4,6,LM (T),,40%
94F,08/04/2021,0.287109375,1,3,2,10,7,1,6,LM (T),,14%
VC,08/04/2021,0,1,3,2,12,15,5,10,LM (T),High control mortality. ,33%
94G,08/04/2021,64.0,1,3,3,1,10,1,9,LM (T),,10%
94G,08/04/2021,32.0,1,3,3,2,11,3,8,LM (T),,27%
94G,08/04/2021,16.0,1,3,3,3,10,2,8,LM (T),,20%
94G,08/04/2021,8.0,1,3,3,4,7,0,7,LM (T),,0%
94G,08/04/2021,4.0,1,3,3,5,12,3,9,LM (T),,25%
94G,08/04/2021,2.0,1,3,3,6,10,5,5,LM (T),,50%
94G,08/04/2021,1.0,1,3,3,7,14,5,9,LM (T),,36%
94G,08/04/2021,0.5,1,3,3,8,7,1,6,LM (T),,14%
94G,08/04/2021,0.25,1,3,3,9,23,2,21,LM (T),,9%
94G,08/04/2021,0.125,1,3,3,10,10,4,6,LM (T),,40%
VC,08/04/2021,0,1,3,3,12,10,2,8,LM (T),,20%
94H,08/04/2021,134.0,1,3,4,1,20,3,17,LM (T),,15%
94H,08/04/2021,67.0,1,3,4,2,8,1,7,LM (T),,12%
94H,08/04/2021,33.5,1,3,4,3,13,1,12,LM (T),,8%
94H,08/04/2021,16.75,1,3,4,4,12,2,10,LM (T),,17%
94H,08/04/2021,8.375,1,3,4,5,12,2,10,LM (T),,17%
94H,08/04/2021,4.1875,1,3,4,6,11,1,10,LM (T),,9%
94H,08/04/2021,2.09375,1,3,4,7,11,1,10,LM (T),,9%
94H,08/04/2021,1.046875,1,3,4,8,23,5,18,LM (T),,22%
94H,08/04/2021,0.5234375,1,3,4,9,13,5,8,LM (T),,38%
94H,08/04/2021,0.26171875,1,3,4,10,10,5,5,LM (T),,50%
VC,08/04/2021,0,1,3,4,12,8,0,8,LM (T),,0%
94I,08/04/2021,81.75,1,3,5,1,21,8,13,LM (T),,38%
94I,08/04/2021,40.875,1,3,5,2,14,6,8,LM (T),,43%
94I,08/04/2021,20.4375,1,3,5,3,12,1,11,LM (T),,8%
94I,08/04/2021,10.21875,1,3,5,4,8,3,5,LM (T),,37%
94I,08/04/2021,5.109375,1,3,5,5,14,3,11,LM (T),,21%
94I,08/04/2021,2.5546875,1,3,5,6,10,3,7,LM (T),,30%
94I,08/04/2021,1.27734375,1,3,5,7,8,1,7,LM (T),,12%
94I,08/04/2021,0.638671875,1,3,5,8,14,2,12,LM (T),,14%
94I,08/04/2021,0.3193359375,1,3,5,9,26,5,21,LM (T),High worm count. ,19%
94I,08/04/2021,0.15966796875,1,3,5,10,16,4,12,LM (T),,25%
VC,08/04/2021,0,1,3,5,12,11,1,10,LM (T),,9%
94J,08/04/2021,70.25,1,3,6,1,14,4,10,LM (T),,29%
94J,08/04/2021,35.125,1,3,6,2,5,0,5,LM (T),,0%
94J,08/04/2021,17.5625,1,3,6,3,16,4,12,LM (T),,25%
94J,08/04/2021,8.78125,1,3,6,4,15,4,11,LM (T),,27%
94J,08/04/2021,4.390625,1,3,6,5,9,3,6,LM (T),,33%
94J,08/04/2021,2.1953125,1,3,6,6,15,2,13,LM (T),,13%
94J,08/04/2021,1.09765625,1,3,6,7,16,3,13,LM (T),,19%
94J,08/04/2021,0.548828125,1,3,6,8,19,2,17,LM (T),,11%
94J,08/04/2021,0.2744140625,1,3,6,9,16,4,12,LM (T),,25%
94J,08/04/2021,0.13720703125,1,3,6,10,16,3,13,LM (T),,19%
VC,08/04/2021,0,1,3,6,12,8,2,6,LM (T),High control mortality. ,25%
94L,08/04/2021,64.75,1,3,7,1,9,4,5,LM (T),,44%
94L,08/04/2021,32.375,1,3,7,2,8,4,4,LM (T),,50%
94L,08/04/2021,16.1875,1,3,7,3,19,4,15,LM (T),,21%
94L,08/04/2021,8.09375,1,3,7,4,6,2,4,LM (T),,33%
94L,08/04/2021,4.046875,1,3,7,5,8,0,8,LM (T),,0%
94L,08/04/2021,2.0234375,1,3,7,6,14,2,12,LM (T),,14%
94L,08/04/2021,1.01171875,1,3,7,7,14,3,11,LM (T),,21%
94L,08/04/2021,0.505859375,1,3,7,8,16,3,13,LM (T),,19%
94L,08/04/2021,0.2529296875,1,3,7,9,9,2,7,LM (T),,22%
94L,08/04/2021,0.12646484375,1,3,7,10,7,2,5,LM (T),,29%
VC,08/04/2021,0,1,3,7,12,15,3,12,LM (T),,20%
