Ref ID,Date,ppm,Rep,Plate,Row,Column,Total,Dead,Alive,Media,Notes,% Mortality
38F,08/18/2021,8.0,1,1,1,1,11,5,6,LM (T),,45%
38F,08/18/2021,4.0,1,1,1,2,16,6,10,LM (T),,37%
38F,08/18/2021,2.0,1,1,1,3,14,5,9,LM (T),,36%
38F,08/18/2021,1.0,1,1,1,4,7,1,6,LM (T),7 artifacts,14%
38F,08/18/2021,0.5,1,1,1,5,19,1,18,LM (T),,5%
38F,08/18/2021,0.25,1,1,1,6,11,1,10,LM (T),6 artifacts,9%
38F,08/18/2021,0.125,1,1,1,7,15,2,13,LM (T),,13%
38F,08/18/2021,0.0625,1,1,1,8,7,1,6,LM (T),1 L2 larva; 5 artifacts,14%
38F,08/18/2021,0.03125,1,1,1,9,19,1,18,LM (T),,5%
38F,08/18/2021,0.015625,1,1,1,10,14,2,12,LM (T),,14%
VC,08/18/2021,0,1,1,1,12,7,2,5,LM (T),High control mortality. ,29%
93A,08/18/2021,16.0,1,1,2,1,13,9,4,LM (T),,69%
93A,08/18/2021,8.0,1,1,2,2,7,5,2,LM (T),,71%
93A,08/18/2021,4.0,1,1,2,3,17,13,4,LM (T),,76%
93A,08/18/2021,2.0,1,1,2,4,13,11,2,LM (T),,85%
93A,08/18/2021,1.0,1,1,2,5,18,11,7,LM (T),,61%
93A,08/18/2021,0.5,1,1,2,6,11,3,8,LM (T),5 artifacts,27%
93A,08/18/2021,0.25,1,1,2,7,10,7,3,LM (T),,70%
93A,08/18/2021,0.125,1,1,2,8,6,2,4,LM (T),1 L2 larva; 9 artifacts,33%
93A,08/18/2021,0.0625,1,1,2,9,10,2,8,LM (T),,20%
93A,08/18/2021,0.03125,1,1,2,10,12,1,11,LM (T),,8%
VC,08/18/2021,0,1,1,2,12,14,0,14,LM (T),,0%
59C,08/18/2021,8.0,1,1,3,1,11,2,9,LM (T),,18%
59C,08/18/2021,4.0,1,1,3,2,10,1,9,LM (T),,10%
59C,08/18/2021,2.0,1,1,3,3,16,3,13,LM (T),,19%
59C,08/18/2021,1.0,1,1,3,4,8,0,8,LM (T),,0%
59C,08/18/2021,0.5,1,1,3,5,12,0,12,LM (T),,0%
59C,08/18/2021,0.25,1,1,3,6,15,0,15,LM (T),,0%
59C,08/18/2021,0.125,1,1,3,7,13,2,11,LM (T),,15%
59C,08/18/2021,0.0625,1,1,3,8,12,0,12,LM (T),9 artifacts,0%
59C,08/18/2021,0.03125,1,1,3,9,14,0,14,LM (T),9 artifacts,0%
59C,08/18/2021,0.015625,1,1,3,10,15,2,13,LM (T),,13%
VC,08/18/2021,0,1,1,3,12,7,0,7,LM (T),,0%
59E,08/18/2021,8.0,1,1,4,1,20,7,13,LM (T),,35%
59E,08/18/2021,4.0,1,1,4,2,14,9,5,LM (T),,64%
59E,08/18/2021,2.0,1,1,4,3,18,14,4,LM (T),,78%
59E,08/18/2021,1.0,1,1,4,4,19,16,3,LM (T),10 artifacts,84%
59E,08/18/2021,0.5,1,1,4,5,7,3,4,LM (T),,43%
59E,08/18/2021,0.25,1,1,4,6,8,2,6,LM (T),1 egg; 7 artifacts,25%
59E,08/18/2021,0.125,1,1,4,7,10,1,9,LM (T),,10%
59E,08/18/2021,0.0625,1,1,4,8,14,3,11,LM (T),10 artifacts,21%
59E,08/18/2021,0.03125,1,1,4,9,19,2,17,LM (T),5 artifacts,11%
59E,08/18/2021,0.015625,1,1,4,10,14,1,13,LM (T),,7%
VC,08/18/2021,0,1,1,4,12,9,0,9,LM (T),,0%
59B,08/18/2021,8.0,1,1,5,1,11,11,0,LM (T),,100%
59B,08/18/2021,4.0,1,1,5,2,9,8,1,LM (T),,89%
59B,08/18/2021,2.0,1,1,5,3,7,4,3,LM (T),,57%
59B,08/18/2021,1.0,1,1,5,4,8,4,4,LM (T),5 artifacts,50%
59B,08/18/2021,0.5,1,1,5,5,9,2,7,LM (T),,22%
59B,08/18/2021,0.25,1,1,5,6,9,0,9,LM (T),2 L2 larvae; 1 aged dead larva; 5 artifacts,0%
59B,08/18/2021,0.125,1,1,5,7,13,0,13,LM (T),5 artifacts,0%
59B,08/18/2021,0.0625,1,1,5,8,16,1,15,LM (T),1 L2 larva; 12 artifacts,6%
