Ref ID,Date,ppm,Rep,Plate,Row,Column,Total,Dead,Alive,Media,Notes,% Mortality
93C,08/04/2021,130.5,1,2,1,1,6,2,4,LM (T),,33%
93C,08/04/2021,65.25,1,2,1,2,18,4,14,LM (T),,22%
93C,08/04/2021,32.625,1,2,1,3,14,6,8,LM (T),,43%
93C,08/04/2021,16.3125,1,2,1,4,13,2,11,LM (T),,15%
93C,08/04/2021,8.15625,1,2,1,5,11,3,8,LM (T),,27%
93C,08/04/2021,4.078125,1,2,1,6,13,3,10,LM (T),,23%
93C,08/04/2021,2.0390625,1,2,1,7,10,3,7,LM (T),,30%
93C,08/04/2021,1.01953125,1,2,1,8,7,0,7,LM (T),,0%
93C,08/04/2021,0.509765625,1,2,1,9,11,6,5,LM (T),,55%
93C,08/04/2021,0.2548828125,1,2,1,10,11,1,10,LM (T),,9%
VC,08/04/2021,0,1,2,1,12,14,3,11,LM (T),,21%
93D,08/04/2021,135.0,1,2,2,1,12,6,6,LM (T),,50%
93D,08/04/2021,67.5,1,2,2,2,9,1,8,LM (T),,11%
93D,08/04/2021,33.75,1,2,2,3,16,4,12,LM (T),,25%
93D,08/04/2021,16.875,1,2,2,4,9,1,8,LM (T),,11%
93D,08/04/2021,8.4375,1,2,2,5,13,4,9,LM (T),,31%
93D,08/04/2021,4.21875,1,2,2,6,11,1,10,LM (T),,9%
93D,08/04/2021,2.109375,1,2,2,7,13,3,10,LM (T),,23%
93D,08/04/2021,1.0546875,1,2,2,8,6,1,5,LM (T),,17%
93D,08/04/2021,0.52734375,1,2,2,9,7,0,7,LM (T),,0%
93D,08/04/2021,0.263671875,1,2,2,10,12,0,12,LM (T),,0%
VC,08/04/2021,0,1,2,2,12,15,2,13,LM (T),,13%
93E,08/04/2021,140.0,1,2,3,1,14,3,11,LM (T),,21%
93E,08/04/2021,70.0,1,2,3,2,11,1,10,LM (T),,9%
93E,08/04/2021,35.0,1,2,3,3,11,1,10,LM (T),,9%
93E,08/04/2021,17.5,1,2,3,4,9,1,8,LM (T),,11%
93E,08/04/2021,8.75,1,2,3,5,16,2,14,LM (T),,12%
93E,08/04/2021,4.375,1,2,3,6,17,2,15,LM (T),,12%
93E,08/04/2021,2.1875,1,2,3,7,15,1,14,LM (T),,7%
93E,08/04/2021,1.09375,1,2,3,8,10,1,9,LM (T),,10%
93E,08/04/2021,0.546875,1,2,3,9,8,0,8,LM (T),,0%
93E,08/04/2021,0.2734375,1,2,3,10,16,1,15,LM (T),,6%
VC,08/04/2021,0,1,2,3,12,10,0,10,LM (T),,0%
94A,08/04/2021,124.5,1,2,4,1,15,7,8,LM (T),,47%
94A,08/04/2021,62.25,1,2,4,2,14,5,9,LM (T),,36%
94A,08/04/2021,31.125,1,2,4,3,16,3,13,LM (T),,19%
94A,08/04/2021,15.5625,1,2,4,4,13,0,13,LM (T),,0%
94A,08/04/2021,7.78125,1,2,4,5,7,3,4,LM (T),,43%
94A,08/04/2021,3.890625,1,2,4,6,12,4,8,LM (T),,33%
94A,08/04/2021,1.9453125,1,2,4,7,17,3,14,LM (T),,18%
94A,08/04/2021,0.97265625,1,2,4,8,16,3,13,LM (T),,19%
94A,08/04/2021,0.486328125,1,2,4,9,13,3,10,LM (T),,23%
94A,08/04/2021,0.2431640625,1,2,4,10,16,2,14,LM (T),,12%
VC,08/04/2021,0,1,2,4,12,12,1,11,LM (T),,8%
94B,08/04/2021,135.5,1,2,5,1,12,3,9,LM (T),,25%
94B,08/04/2021,67.75,1,2,5,2,11,5,6,LM (T),,45%
94B,08/04/2021,33.875,1,2,5,3,28,4,24,LM (T),High worm count. ,14%
94B,08/04/2021,16.9375,1,2,5,4,23,4,19,LM (T),,17%
94B,08/04/2021,8.46875,1,2,5,5,7,1,6,LM (T),,14%
94B,08/04/2021,4.234375,1,2,5,6,15,1,14,LM (T),,7%
94B,08/04/2021,2.1171875,1,2,5,7,14,3,11,LM (T),,21%
94B,08/04/2021,1.05859375,1,2,5,8,12,2,10,LM (T),,17%
94B,08/04/2021,0.529296875,1,2,5,9,25,4,21,LM (T),,16%
94B,08/04/2021,0.2646484375,1,2,5,10,10,0,10,LM (T),,0%
VC,08/04/2021,0,1,2,5,12,11,1,10,LM (T),,9%
94C,08/04/2021,128.5,1,2,6,1,15,4,11,LM (T),,27%
94C,08/04/2021,64.25,1,2,6,2,13,3,10,LM (T),,23%
94C,08/04/2021,32.125,1,2,6,3,13,5,8,LM (T),,38%
94C,08/04/2021,16.0625,1,2,6,4,13,3,10,LM (T),,23%
94C,08/04/2021,8.03125,1,2,6,5,8,1,7,LM (T),,12%
94C,08/04/2021,4.015625,1,2,6,6,11,0,11,LM (T),,0%
94C,08/04/2021,2.0078125,1,2,6,7,17,4,13,LM (T),,24%
94C,08/04/2021,1.00390625,1,2,6,8,13,4,9,LM (T),,31%
94C,08/04/2021,0.501953125,1,2,6,9,8,0,8,LM (T),,0%
94C,08/04/2021,0.2509765625,1,2,6,10,13,1,12,LM (T),,8%
VC,08/04/2021,0,1,2,6,12,9,0,9,LM (T),,0%
94D,08/04/2021,128.5,1,2,7,1,11,7,4,LM (T),,64%
