Ref ID,Date,ppm,Rep,Plate,Row,Column,Total,Dead,Alive,Media,Notes,% Mortality
96B,09/29/2021,16.0,1,1,1,1,1,1,0,LM (T),Low worm count. ,100%
96B,09/29/2021,8.0,1,1,1,2,6,6,0,LM (T),,100%
96B,09/29/2021,4.0,1,1,1,3,8,8,0,LM (T),,100%
96B,09/29/2021,2.0,1,1,1,4,7,7,0,LM (T),,100%
96B,09/29/2021,1.0,1,1,1,5,8,8,0,LM (T),,100%
96B,09/29/2021,0.5,1,1,1,6,5,5,0,LM (T),,100%
96B,09/29/2021,0.25,1,1,1,7,6,6,0,LM (T),,100%
96B,09/29/2021,0.125,1,1,1,8,5,5,0,LM (T),,100%
96B,09/29/2021,0.0625,1,1,1,9,9,6,3,LM (T),,67%
96B,09/29/2021,0.03125,1,1,1,10,6,2,4,LM (T),,33%
VC,09/29/2021,0,1,1,1,12,7,0,7,LM (T),,0%
96E,09/29/2021,8.0,1,1,2,1,5,5,0,LM (T),,100%
96E,09/29/2021,4.0,1,1,2,2,4,4,0,LM (T),Low worm count. ,100%
96E,09/29/2021,2.0,1,1,2,3,2,2,0,LM (T),Low worm count. ,100%
96E,09/29/2021,1.0,1,1,2,4,5,5,0,LM (T),1 egg; 6 artifacts,100%
96E,09/29/2021,0.5,1,1,2,5,11,11,0,LM (T),,100%
96E,09/29/2021,0.25,1,1,2,6,8,7,1,LM (T),,87%
96E,09/29/2021,0.125,1,1,2,7,10,1,9,LM (T),,10%
96E,09/29/2021,0.0625,1,1,2,8,6,0,6,LM (T),,0%
96E,09/29/2021,0.03125,1,1,2,9,7,0,7,LM (T),,0%
96E,09/29/2021,0.015625,1,1,2,10,7,0,7,LM (T),,0%
VC,09/29/2021,0,1,1,2,12,19,0,19,LM (T),,0%
96H,09/29/2021,16.0,1,1,3,1,7,1,6,LM (T),,14%
96H,09/29/2021,8.0,1,1,3,2,8,0,8,LM (T),,0%
96H,09/29/2021,4.0,1,1,3,3,8,1,7,LM (T),,12%
96H,09/29/2021,2.0,1,1,3,4,12,0,12,LM (T),,0%
96H,09/29/2021,1.0,1,1,3,5,11,0,11,LM (T),,0%
96H,09/29/2021,0.5,1,1,3,6,6,0,6,LM (T),,0%
96H,09/29/2021,0.25,1,1,3,7,10,2,8,LM (T),,20%
96H,09/29/2021,0.125,1,1,3,8,9,1,8,LM (T),,11%
96H,09/29/2021,0.0625,1,1,3,9,6,3,3,LM (T),,50%
96H,09/29/2021,0.03125,1,1,3,10,8,1,7,LM (T),,12%
VC,09/29/2021,0,1,1,3,12,10,0,10,LM (T),,0%
96L,09/29/2021,8.0,1,1,4,1,8,7,1,LM (T),,87%
96L,09/29/2021,4.0,1,1,4,2,7,4,3,LM (T),,57%
96L,09/29/2021,2.0,1,1,4,3,9,6,3,LM (T),,67%
96L,09/29/2021,1.0,1,1,4,4,9,2,7,LM (T),,22%
96L,09/29/2021,0.5,1,1,4,5,9,1,8,LM (T),,11%
96L,09/29/2021,0.25,1,1,4,6,8,2,6,LM (T),,25%
96L,09/29/2021,0.125,1,1,4,7,11,1,10,LM (T),,9%
96L,09/29/2021,0.0625,1,1,4,8,6,0,6,LM (T),,0%
96L,09/29/2021,0.03125,1,1,4,9,10,1,9,LM (T),,10%
96L,09/29/2021,0.015625,1,1,4,10,7,1,6,LM (T),,14%
VC,09/29/2021,0,1,1,4,12,8,0,8,LM (T),,0%
95P,09/29/2021,81.0,1,1,5,1,8,6,2,LM (T),,75%
95P,09/29/2021,40.5,1,1,5,2,4,1,3,LM (T),Low worm count. ,25%
95P,09/29/2021,20.25,1,1,5,3,7,3,4,LM (T),,43%
95P,09/29/2021,10.125,1,1,5,4,5,0,5,LM (T),,0%
95P,09/29/2021,5.0625,1,1,5,5,8,1,7,LM (T),,12%
95P,09/29/2021,2.53125,1,1,5,6,11,0,11,LM (T),,0%
95P,09/29/2021,1.265625,1,1,5,7,6,1,5,LM (T),,17%
95P,09/29/2021,0.6328125,1,1,5,8,8,0,8,LM (T),,0%
95P,09/29/2021,0.31640625,1,1,5,9,5,0,5,LM (T),,0%
95P,09/29/2021,0.158203125,1,1,5,10,6,0,6,LM (T),,0%
VC,09/29/2021,0,1,1,5,12,5,0,5,LM (T),,0%
96S,09/29/2021,8.0,1,1,6,1,6,6,0,LM (T),,100%
96S,09/29/2021,4.0,1,1,6,2,4,3,1,LM (T),Low worm count. ,75%
96S,09/29/2021,2.0,1,1,6,3,5,1,4,LM (T),,20%
96S,09/29/2021,1.0,1,1,6,4,8,4,4,LM (T),,50%
96S,09/29/2021,0.5,1,1,6,5,7,5,2,LM (T),,71%
96S,09/29/2021,0.25,1,1,6,6,10,3,7,LM (T),,30%
96S,09/29/2021,0.125,1,1,6,7,15,0,15,LM (T),,0%
96S,09/29/2021,0.0625,1,1,6,8,4,0,4,LM (T),Low worm count. ,0%
96S,09/29/2021,0.03125,1,1,6,9,12,1,11,LM (T),,8%
96S,09/29/2021,0.015625,1,1,6,10,7,2,5,LM (T),,29%
VC,09/29/2021,0,1,1,6,12,6,1,5,LM (T),,17%
96V,09/29/2021,8.0,1,1,7,1,10,1,9,LM (T),,10%
96V,09/29/2021,4.0,1,1,7,2,4,0,4,LM (T),Low worm count. ,0%
96V,09/29/2021,2.0,1,1,7,3,4,0,4,LM (T),Low worm count. ,0%
96V,09/29/2021,1.0,1,1,7,4,7,0,7,LM (T),,0%
96V,09/29/2021,0.5,1,1,7,5,7,0,7,LM (T),,0%
96V,09/29/2021,0.25,1,1,7,6,8,1,7,LM (T),,12%
96V,09/29/2021,0.125,1,1,7,7,5,0,5,LM (T),,0%
96V,09/29/2021,0.0625,1,1,7,8,9,1,8,LM (T),,11%
96V,09/29/2021,0.03125,1,1,7,9,8,0,8,LM (T),,0%
96V,09/29/2021,0.015625,1,1,7,10,9,1,8,LM (T),,11%
VC,09/29/2021,0,1,1,7,12,5,1,4,LM (T),,20%
96Y,09/29/2021,32.0,1,1,8,1,1,1,0,LM (T),Low worm count. ,100%
96Y,09/29/2021,16.0,1,1,8,2,6,6,0,LM (T),,100%
96Y,09/29/2021,8.0,1,1,8,3,5,2,3,LM (T),5 artifacts,40%
96Y,09/29/2021,4.0,1,1,8,4,7,0,7,LM (T),,0%
96Y,09/29/2021,2.0,1,1,8,5,8,0,8,LM (T),,0%
96Y,09/29/2021,1.0,1,1,8,6,6,1,5,LM (T),,17%
96Y,09/29/2021,0.5,1,1,8,7,9,3,6,LM (T),,33%
96Y,09/29/2021,0.25,1,1,8,8,9,0,9,LM (T),,0%
96Y,09/29/2021,0.125,1,1,8,9,10,1,9,LM (T),,10%
96Y,09/29/2021,0.0625,1,1,8,10,9,2,7,LM (T),,22%
VC,09/29/2021,0,1,1,8,12,7,2,5,LM (T),High control mortality. ,29%
